date,state,district,total_bio_updates
2025-09-30,HIMACHAL PRADESH,CHAMBA,2441
2025-09-30,HIMACHAL PRADESH,HAMIRPUR,2223
2025-09-30,HIMACHAL PRADESH,KANGRA,7348
2025-09-30,HIMACHAL PRADESH,KINNAUR,265
2025-09-30,HIMACHAL PRADESH,KULLU,875
2025-09-30,HIMACHAL PRADESH,LAHAUL AND SPITI,6
2025-09-30,HIMACHAL PRADESH,LAHUL & SPITI,99
2025-09-30,HIMACHAL PRADESH,LAHUL AND SPITI,80
2025-09-30,HIMACHAL PRADESH,MANDI,4620
2025-09-30,HIMACHAL PRADESH,SHIMLA,2913
2025-09-30,HIMACHAL PRADESH,SIRMAUR,2115
2025-09-30,HIMACHAL PRADESH,SOLAN,2220
2025-09-30,HIMACHAL PRADESH,UNA,2858
2025-09-30,JAMMU & KASHMIR,BARAMULA,19
2025-09-30,JAMMU & KASHMIR,DODA,1
2025-09-30,JAMMU & KASHMIR,JAMMU,58
2025-09-30,JAMMU & KASHMIR,KARGIL,1
2025-09-30,JAMMU & KASHMIR,KATHUA,4
2025-09-30,JAMMU & KASHMIR,LEH (LADAKH),5
2025-09-30,JAMMU & KASHMIR,RAJAURI,3
2025-09-30,JAMMU & KASHMIR,SRINAGAR,1
2025-09-30,JAMMU & KASHMIR,UDHAMPUR,3
2025-09-30,JAMMU AND KASHMIR,ANANTNAG,2727
2025-09-30,JAMMU AND KASHMIR,BADGAM,1007
2025-09-30,JAMMU AND KASHMIR,BANDIPORE,1528
2025-09-30,JAMMU AND KASHMIR,BARAMULA,4761
2025-09-30,JAMMU AND KASHMIR,BUDGAM,1574
2025-09-30,JAMMU AND KASHMIR,DODA,1141
2025-09-30,JAMMU AND KASHMIR,GANDERBAL,783
2025-09-30,JAMMU AND KASHMIR,JAMMU,7827
2025-09-30,JAMMU AND KASHMIR,KARGIL,504
2025-09-30,JAMMU AND KASHMIR,KATHUA,2502
2025-09-30,JAMMU AND KASHMIR,KISHTWAR,998
2025-09-30,JAMMU AND KASHMIR,KULGAM,1551
2025-09-30,JAMMU AND KASHMIR,KUPWARA,3225
2025-09-30,JAMMU AND KASHMIR,LEH,476
2025-09-30,JAMMU AND KASHMIR,PULWAMA,1297
2025-09-30,JAMMU AND KASHMIR,PUNCH,2169
2025-09-30,JAMMU AND KASHMIR,RAJOURI,3192
2025-09-30,JAMMU AND KASHMIR,RAMBAN,1104
2025-09-30,JAMMU AND KASHMIR,REASI,1261
2025-09-30,JAMMU AND KASHMIR,SAMBA,782
2025-09-30,JAMMU AND KASHMIR,SHUPIYAN,1471
2025-09-30,JAMMU AND KASHMIR,SRINAGAR,4972
2025-09-30,JAMMU AND KASHMIR,UDHAMPUR,2365
2025-09-30,JHARKHAND,BOKARO,9752
2025-09-30,JHARKHAND,BOKARO *,1
2025-09-30,JHARKHAND,CHATRA,8045
2025-09-30,JHARKHAND,DEOGHAR,4682
2025-09-30,JHARKHAND,DHANBAD,11126
2025-09-30,JHARKHAND,DUMKA,5624
2025-09-30,JHARKHAND,EAST SINGHBHUM,11469
2025-09-30,JHARKHAND,GARHWA,8616
2025-09-30,JHARKHAND,GARHWA *,509
2025-09-30,JHARKHAND,GIRIDIH,8339
2025-09-30,JHARKHAND,GODDA,5076
2025-09-30,JHARKHAND,GUMLA,7863
2025-09-30,JHARKHAND,HAZARIBAG,661
2025-09-30,JHARKHAND,HAZARIBAGH,5802
2025-09-30,JHARKHAND,JAMTARA,3359
2025-09-30,JHARKHAND,KHUNTI,4465
2025-09-30,JHARKHAND,KODARMA,283
2025-09-30,JHARKHAND,KODERMA,2600
2025-09-30,JHARKHAND,LATEHAR,3809
2025-09-30,JHARKHAND,LOHARDAGA,3296
2025-09-30,JHARKHAND,PAKAUR,286
2025-09-30,JHARKHAND,PAKUR,3495
2025-09-30,JHARKHAND,PALAMAU,179
2025-09-30,JHARKHAND,PALAMU,7698
2025-09-30,JHARKHAND,PASHCHIMI SINGHBHUM,1178
2025-09-30,JHARKHAND,PURBI SINGHBHUM,1717
2025-09-30,JHARKHAND,RAMGARH,2967
2025-09-30,JHARKHAND,RANCHI,13013
2025-09-30,JHARKHAND,SAHEBGANJ,4807
2025-09-30,JHARKHAND,SAHIBGANJ,160
2025-09-30,JHARKHAND,SERAIKELA-KHARSAWAN,6370
2025-09-30,JHARKHAND,SIMDEGA,5306
2025-09-30,JHARKHAND,WEST SINGHBHUM,10833
2025-09-30,KARNATAKA,BAGALKOT,6715
2025-09-30,KARNATAKA,BAGALKOT *,256
2025-09-30,KARNATAKA,BALLARI,3233
2025-09-30,KARNATAKA,BANGALORE,15822
2025-09-30,KARNATAKA,BANGALORE RURAL,3103
2025-09-30,KARNATAKA,BELAGAVI,6291
2025-09-30,KARNATAKA,BELGAUM,8888
2025-09-30,KARNATAKA,BELLARY,6281
2025-09-30,KARNATAKA,BENGALURU,22382
2025-09-30,KARNATAKA,BENGALURU RURAL,2
2025-09-30,KARNATAKA,BENGALURU SOUTH,14
2025-09-30,KARNATAKA,BIDAR,7443
2025-09-30,KARNATAKA,BIJAPUR,5514
2025-09-30,KARNATAKA,BIJAPUR(KAR),1
2025-09-30,KARNATAKA,CHAMARAJANAGAR,285
2025-09-30,KARNATAKA,CHAMARAJANAGAR *,15
2025-09-30,KARNATAKA,CHAMRAJANAGAR,3484
2025-09-30,KARNATAKA,CHAMRAJNAGAR,366
2025-09-30,KARNATAKA,CHICKMAGALUR,1794
2025-09-30,KARNATAKA,CHIKKABALLAPUR,3341
2025-09-30,KARNATAKA,CHIKKAMAGALURU,1116
2025-09-30,KARNATAKA,CHIKMAGALUR,198
2025-09-30,KARNATAKA,CHITRADURGA,4595
2025-09-30,KARNATAKA,DAKSHINA KANNADA,6316
2025-09-30,KARNATAKA,DAVANAGERE,1171
2025-09-30,KARNATAKA,DAVANGERE,8613
2025-09-30,KARNATAKA,DHARWAD,6321
2025-09-30,KARNATAKA,GADAG,3226
2025-09-30,KARNATAKA,GADAG *,163
2025-09-30,KARNATAKA,GULBARGA,5494
2025-09-30,KARNATAKA,HASAN,1006
2025-09-30,KARNATAKA,HASSAN,2952
2025-09-30,KARNATAKA,HAVERI,5007
2025-09-30,KARNATAKA,HAVERI *,182
2025-09-30,KARNATAKA,KALABURAGI,5556
2025-09-30,KARNATAKA,KODAGU,1234
2025-09-30,KARNATAKA,KOLAR,5262
2025-09-30,KARNATAKA,KOPPAL,6208
2025-09-30,KARNATAKA,MANDYA,4323
2025-09-30,KARNATAKA,MYSORE,4728
2025-09-30,KARNATAKA,MYSURU,4281
2025-09-30,KARNATAKA,RAICHUR,8502
2025-09-30,KARNATAKA,RAMANAGAR,3396
2025-09-30,KARNATAKA,SHIMOGA,2865
2025-09-30,KARNATAKA,SHIVAMOGGA,3019
2025-09-30,KARNATAKA,TUMAKURU,3446
2025-09-30,KARNATAKA,TUMKUR,5418
2025-09-30,KARNATAKA,UDUPI,2767
2025-09-30,KARNATAKA,UDUPI *,2
2025-09-30,KARNATAKA,UTTARA KANNADA,3188
2025-09-30,KARNATAKA,VIJAYANAGARA,1787
2025-09-30,KARNATAKA,VIJAYAPURA,4592
2025-09-30,KARNATAKA,YADGIR,5453
2025-09-30,KERALA,ALAPPUZHA,6239
2025-09-30,KERALA,ERNAKULAM,10368
2025-09-30,KERALA,IDUKKI,3381
2025-09-30,KERALA,KANNUR,12123
2025-09-30,KERALA,KASARAGOD,4994
2025-09-30,KERALA,KASARGOD,383
2025-09-30,KERALA,KOLLAM,9808
2025-09-30,KERALA,KOTTAYAM,6048
2025-09-30,KERALA,KOZHIKODE,12372
2025-09-30,KERALA,MALAPPURAM,17218
2025-09-30,KERALA,PALAKKAD,11576
2025-09-30,KERALA,PATHANAMTHITTA,4735
2025-09-30,KERALA,THIRUVANANTHAPURAM,11607
2025-09-30,KERALA,THRISSUR,15599
2025-09-30,KERALA,WAYANAD,4220
2025-09-30,LADAKH,KARGIL,464
2025-09-30,LADAKH,LEH,252
2025-09-30,LAKSHADWEEP,LAKSHADWEEP,341
2025-09-30,MADHYA PRADESH,AGAR MALWA,1424
2025-09-30,MADHYA PRADESH,ALIRAJPUR,6545
2025-09-30,MADHYA PRADESH,ANUPPUR,5544
2025-09-30,MADHYA PRADESH,ASHOK NAGAR,6389
2025-09-30,MADHYA PRADESH,BALAGHAT,7954
2025-09-30,MADHYA PRADESH,BARWANI,9736
2025-09-30,MADHYA PRADESH,BETUL,13610
2025-09-30,MADHYA PRADESH,BHIND,7748
2025-09-30,MADHYA PRADESH,BHOPAL,15913
2025-09-30,MADHYA PRADESH,BURHANPUR,4782
2025-09-30,MADHYA PRADESH,CHHATARPUR,11841
2025-09-30,MADHYA PRADESH,CHHINDWARA,11747
2025-09-30,MADHYA PRADESH,DAMOH,9066
2025-09-30,MADHYA PRADESH,DATIA,4664
2025-09-30,MADHYA PRADESH,DEWAS,10571
2025-09-30,MADHYA PRADESH,DHAR,10334
2025-09-30,MADHYA PRADESH,DINDORI,3516
2025-09-30,MADHYA PRADESH,EAST NIMAR,3425
2025-09-30,MADHYA PRADESH,GUNA,11690
2025-09-30,MADHYA PRADESH,GWALIOR,10723
2025-09-30,MADHYA PRADESH,HARDA,3327
2025-09-30,MADHYA PRADESH,HARDA *,1145
2025-09-30,MADHYA PRADESH,HOSHANGABAD,10419
2025-09-30,MADHYA PRADESH,INDORE,18683
2025-09-30,MADHYA PRADESH,JABALPUR,17913
2025-09-30,MADHYA PRADESH,JHABUA,8103
2025-09-30,MADHYA PRADESH,KATNI,7614
2025-09-30,MADHYA PRADESH,KHANDWA,4352
2025-09-30,MADHYA PRADESH,KHARGONE,14141
2025-09-30,MADHYA PRADESH,MAIHAR,235
2025-09-30,MADHYA PRADESH,MANDLA,4223
2025-09-30,MADHYA PRADESH,MANDSAUR,6893
2025-09-30,MADHYA PRADESH,MAUGANJ,294
2025-09-30,MADHYA PRADESH,MORENA,9727
2025-09-30,MADHYA PRADESH,NARMADAPURAM,484
2025-09-30,MADHYA PRADESH,NARSIMHAPUR,1301
2025-09-30,MADHYA PRADESH,NARSINGHPUR,5916
2025-09-30,MADHYA PRADESH,NEEMUCH,4601
2025-09-30,MADHYA PRADESH,NIWARI,126
2025-09-30,MADHYA PRADESH,PANDHURNA,94
2025-09-30,MADHYA PRADESH,PANNA,7407
2025-09-30,MADHYA PRADESH,RAISEN,10128
2025-09-30,MADHYA PRADESH,RAJGARH,10277
2025-09-30,MADHYA PRADESH,RATLAM,7505
2025-09-30,MADHYA PRADESH,REWA,17636
2025-09-30,MADHYA PRADESH,SAGAR,14885
2025-09-30,MADHYA PRADESH,SATNA,15739
2025-09-30,MADHYA PRADESH,SEHORE,7482
2025-09-30,MADHYA PRADESH,SEONI,6808
2025-09-30,MADHYA PRADESH,SHAHDOL,7923
2025-09-30,MADHYA PRADESH,SHAJAPUR,9036
2025-09-30,MADHYA PRADESH,SHEOPUR,3628
2025-09-30,MADHYA PRADESH,SHIVPURI,13028
2025-09-30,MADHYA PRADESH,SIDHI,8332
2025-09-30,MADHYA PRADESH,SINGRAULI,6832
2025-09-30,MADHYA PRADESH,TIKAMGARH,10104
2025-09-30,MADHYA PRADESH,UJJAIN,13209
2025-09-30,MADHYA PRADESH,UMARIA,4701
2025-09-30,MADHYA PRADESH,VIDISHA,11929
2025-09-30,MADHYA PRADESH,WEST NIMAR,1095
2025-09-30,MAHARASHTRA,AHMADNAGAR,64137
2025-09-30,MAHARASHTRA,AHMED NAGAR,1370
2025-09-30,MAHARASHTRA,AKOLA,20316
2025-09-30,MAHARASHTRA,AMRAVATI,38560
2025-09-30,MAHARASHTRA,AURANGABAD,36628
2025-09-30,MAHARASHTRA,BEED,38848
2025-09-30,MAHARASHTRA,BHANDARA,12110
2025-09-30,MAHARASHTRA,BID,1419
2025-09-30,MAHARASHTRA,BULDANA,4207
2025-09-30,MAHARASHTRA,BULDHANA,35082
2025-09-30,MAHARASHTRA,CHANDRAPUR,18357
2025-09-30,MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,157
2025-09-30,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,551
2025-09-30,MAHARASHTRA,DHARASHIV,106
2025-09-30,MAHARASHTRA,DHULE,22874
2025-09-30,MAHARASHTRA,GADCHIROLI,13271
2025-09-30,MAHARASHTRA,GONDIA,95
2025-09-30,MAHARASHTRA,GONDIYA,11777
2025-09-30,MAHARASHTRA,GONDIYA *,240
2025-09-30,MAHARASHTRA,HINGOLI,15361
2025-09-30,MAHARASHTRA,HINGOLI *,2
2025-09-30,MAHARASHTRA,JALGAON,49222
2025-09-30,MAHARASHTRA,JALNA,25898
2025-09-30,MAHARASHTRA,KOLHAPUR,39355
2025-09-30,MAHARASHTRA,LATUR,22526
2025-09-30,MAHARASHTRA,MUMBAI,37329
2025-09-30,MAHARASHTRA,MUMBAI CITY,4749
2025-09-30,MAHARASHTRA,MUMBAI SUBURBAN,18908
2025-09-30,MAHARASHTRA,MUMBAI( SUB URBAN ),771
2025-09-30,MAHARASHTRA,NAGPUR,35347
2025-09-30,MAHARASHTRA,NANDED,40724
2025-09-30,MAHARASHTRA,NANDURBAR,20732
2025-09-30,MAHARASHTRA,NANDURBAR *,331
2025-09-30,MAHARASHTRA,NASHIK,75403
2025-09-30,MAHARASHTRA,OSMANABAD,15019
2025-09-30,MAHARASHTRA,PALGHAR,20526
2025-09-30,MAHARASHTRA,PARBHANI,22670
2025-09-30,MAHARASHTRA,PUNE,64439
2025-09-30,MAHARASHTRA,RAIGAD,1459
2025-09-30,MAHARASHTRA,RAIGARH,20298
2025-09-30,MAHARASHTRA,RAIGARH(MH),102
2025-09-30,MAHARASHTRA,RATNAGIRI,20829
2025-09-30,MAHARASHTRA,SANGLI,33713
2025-09-30,MAHARASHTRA,SATARA,39301
2025-09-30,MAHARASHTRA,SINDHUDURG,6108
2025-09-30,MAHARASHTRA,SOLAPUR,45770
2025-09-30,MAHARASHTRA,THANE,60243
2025-09-30,MAHARASHTRA,WARDHA,13279
2025-09-30,MAHARASHTRA,WASHIM,17105
2025-09-30,MAHARASHTRA,WASHIM *,145
2025-09-30,MAHARASHTRA,YAVATMAL,36680
2025-09-30,MANIPUR,BISHNUPUR,3689
2025-09-30,MANIPUR,CHANDEL,545
2025-09-30,MANIPUR,CHURACHANDPUR,1223
2025-09-30,MANIPUR,IMPHAL EAST,3932
2025-09-30,MANIPUR,IMPHAL WEST,4820
2025-09-30,MANIPUR,JIRIBAM,158
2025-09-30,MANIPUR,KAKCHING,282
2025-09-30,MANIPUR,SENAPATI,1881
2025-09-30,MANIPUR,TAMENGLONG,594
2025-09-30,MANIPUR,THOUBAL,3810
2025-09-30,MANIPUR,UKHRUL,815
2025-09-30,MEGHALAYA,EAST GARO HILLS,309
2025-09-30,MEGHALAYA,EAST JAINTIA HILLS,202
2025-09-30,MEGHALAYA,EAST KHASI HILLS,1964
2025-09-30,MEGHALAYA,EASTERN WEST KHASI HILLS,4
2025-09-30,MEGHALAYA,JAINTIA HILLS,4
2025-09-30,MEGHALAYA,NORTH GARO HILLS,130
2025-09-30,MEGHALAYA,RI BHOI,445
2025-09-30,MEGHALAYA,SOUTH GARO HILLS,113
2025-09-30,MEGHALAYA,SOUTH WEST GARO HILLS,351
2025-09-30,MEGHALAYA,SOUTH WEST KHASI HILLS,268
2025-09-30,MEGHALAYA,WEST GARO HILLS,2296
2025-09-30,MEGHALAYA,WEST JAINTIA HILLS,454
2025-09-30,MEGHALAYA,WEST KHASI HILLS,533
2025-09-30,MIZORAM,AIZAWL,2836
2025-09-30,MIZORAM,CHAMPHAI,837
2025-09-30,MIZORAM,HNAHTHIAL,3
2025-09-30,MIZORAM,KHAWZAWL,4
2025-09-30,MIZORAM,KOLASIB,264
2025-09-30,MIZORAM,LAWNGTLAI,1160
2025-09-30,MIZORAM,LUNGLEI,411
2025-09-30,MIZORAM,MAMIT,331
2025-09-30,MIZORAM,MAMMIT,77
2025-09-30,MIZORAM,SAIHA,244
2025-09-30,MIZORAM,SAITUAL,5
2025-09-30,MIZORAM,SERCHHIP,672
2025-09-30,NAGALAND,CHUMUKEDIMA,31
2025-09-30,NAGALAND,DIMAPUR,1968
2025-09-30,NAGALAND,KIPHIRE,440
2025-09-30,NAGALAND,KOHIMA,1601
2025-09-30,NAGALAND,LONGLENG,195
2025-09-30,NAGALAND,MELURI,122
2025-09-30,NAGALAND,MOKOKCHUNG,1083
2025-09-30,NAGALAND,MON,1061
2025-09-30,NAGALAND,NIULAND,21
2025-09-30,NAGALAND,NOKLAK,59
2025-09-30,NAGALAND,PEREN,415
2025-09-30,NAGALAND,PHEK,778
2025-09-30,NAGALAND,SHAMATOR,44
2025-09-30,NAGALAND,TSEMINYU,6
2025-09-30,NAGALAND,TUENSANG,653
2025-09-30,NAGALAND,WOKHA,465
2025-09-30,NAGALAND,ZUNHEBOTO,733
2025-09-30,ODISHA,ANGUL,7204
2025-09-30,ODISHA,ANUGUL,369
2025-09-30,ODISHA,BALANGIR,7820
2025-09-30,ODISHA,BALESHWAR,2529
2025-09-30,ODISHA,BALESWAR,9613
2025-09-30,ODISHA,BARGARH,7793
2025-09-30,ODISHA,BAUDH,493
2025-09-30,ODISHA,BHADRAK,10217
2025-09-30,ODISHA,BOUDH,2673
2025-09-30,ODISHA,CUTTACK,11672
2025-09-30,ODISHA,DEBAGARH,1396
2025-09-30,ODISHA,DHENKANAL,6596
2025-09-30,ODISHA,GAJAPATI,4899
2025-09-30,ODISHA,GANJAM,13152
2025-09-30,ODISHA,JAGATSINGHAPUR,4137
2025-09-30,ODISHA,JAGATSINGHPUR,1782
2025-09-30,ODISHA,JAJAPUR,4905
2025-09-30,ODISHA,JAJPUR,3889
2025-09-30,ODISHA,JHARSUGUDA,2339
2025-09-30,ODISHA,KALAHANDI,9391
2025-09-30,ODISHA,KANDHAMAL,5560
2025-09-30,ODISHA,KENDRAPARA,7226
2025-09-30,ODISHA,KENDUJHAR,8729
2025-09-30,ODISHA,KHORDA,7583
2025-09-30,ODISHA,KHORDHA,1520
2025-09-30,ODISHA,KORAPUT,11728
2025-09-30,ODISHA,MALKANGIRI,3698
2025-09-30,ODISHA,MAYURBHANJ,11946
2025-09-30,ODISHA,NABARANGAPUR,9115
2025-09-30,ODISHA,NAYAGARH,6653
2025-09-30,ODISHA,NUAPADA,6263
2025-09-30,ODISHA,PURI,6493
2025-09-30,ODISHA,RAYAGADA,5196
2025-09-30,ODISHA,SAMBALPUR,4524
2025-09-30,ODISHA,SONAPUR,2519
2025-09-30,ODISHA,SUBARNAPUR,628
2025-09-30,ODISHA,SUNDARGARH,1458
2025-09-30,ODISHA,SUNDERGARH,7520
2025-09-30,ORISSA,ANGUL,2
2025-09-30,ORISSA,ANUGUL,47
2025-09-30,ORISSA,BALANGIR,1147
2025-09-30,ORISSA,BALESHWAR,550
2025-09-30,ORISSA,BALESWAR,2
2025-09-30,ORISSA,BARGARH,177
2025-09-30,ORISSA,BAUDH,1
2025-09-30,ORISSA,BHADRAK,714
2025-09-30,ORISSA,CUTTACK,896
2025-09-30,ORISSA,DEBAGARH,1
2025-09-30,ORISSA,DHENKANAL,219
2025-09-30,ORISSA,GAJAPATI,20
2025-09-30,ORISSA,GANJAM,699
2025-09-30,ORISSA,JAGATSINGHAPUR,60
2025-09-30,ORISSA,JAJAPUR,112
2025-09-30,ORISSA,JHARSUGUDA,16
2025-09-30,ORISSA,KALAHANDI,3
2025-09-30,ORISSA,KANDHAMAL,66
2025-09-30,ORISSA,KENDRAPARA,62
2025-09-30,ORISSA,KENDUJHAR,47
2025-09-30,ORISSA,KHORDHA,1640
2025-09-30,ORISSA,KORAPUT,297
2025-09-30,ORISSA,MALKANGIRI,62
2025-09-30,ORISSA,MAYURBHANJ,20
2025-09-30,ORISSA,NABARANGAPUR,2
2025-09-30,ORISSA,NAYAGARH,321
2025-09-30,ORISSA,NUAPADA,1
2025-09-30,ORISSA,PURI,452
2025-09-30,ORISSA,RAYAGADA,189
2025-09-30,ORISSA,SAMBALPUR,35
2025-09-30,ORISSA,SONAPUR,18
2025-09-30,ORISSA,SUBARNAPUR,12
2025-09-30,ORISSA,SUNDARGARH,221
2025-09-30,ORISSA,SUNDERGARH,1
2025-09-30,PONDICHERRY,CUDDALORE,2
2025-09-30,PONDICHERRY,KARAIKAL,863
2025-09-30,PONDICHERRY,PONDICHERRY,4442
2025-09-30,PONDICHERRY,VILUPPURAM,2
2025-09-30,PONDICHERRY,YANAM,54
2025-09-30,PUDUCHERRY,KARAIKAL,2638
2025-09-30,PUDUCHERRY,PONDICHERRY,20
2025-09-30,PUDUCHERRY,PUDUCHERRY,5111
2025-09-30,PUDUCHERRY,YANAM,53
2025-09-30,PUNJAB,AMRITSAR,12730
2025-09-30,PUNJAB,BARNALA,2420
2025-09-30,PUNJAB,BATHINDA,8782
2025-09-30,PUNJAB,FARIDKOT,3103
2025-09-30,PUNJAB,FATEHGARH SAHIB,3025
2025-09-30,PUNJAB,FAZILKA,5684
2025-09-30,PUNJAB,FEROZEPUR,4696
2025-09-30,PUNJAB,FIROZPUR,1351
2025-09-30,PUNJAB,GURDASPUR,10823
2025-09-30,PUNJAB,HOSHIARPUR,7587
2025-09-30,PUNJAB,JALANDHAR,10083
2025-09-30,PUNJAB,KAPURTHALA,3425
2025-09-30,PUNJAB,LUDHIANA,14076
2025-09-30,PUNJAB,MALERKOTLA,1260
2025-09-30,PUNJAB,MANSA,4761
2025-09-30,PUNJAB,MOGA,4799
2025-09-30,PUNJAB,MUKTSAR,852
2025-09-30,PUNJAB,NAWANSHAHR,921
2025-09-30,PUNJAB,PATHANKOT,2388
2025-09-30,PUNJAB,PATIALA,8602
2025-09-30,PUNJAB,RUPNAGAR,3643
2025-09-30,PUNJAB,S.A.S NAGAR(MOHALI),457
2025-09-30,PUNJAB,SANGRUR,6746
2025-09-30,PUNJAB,SAS NAGAR (MOHALI),4471
2025-09-30,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,2440
2025-09-30,PUNJAB,SRI MUKTSAR SAHIB,3852
2025-09-30,PUNJAB,TARN TARAN,6583
2025-09-30,RAJASTHAN,AJMER,26081
2025-09-30,RAJASTHAN,ALWAR,41108
2025-09-30,RAJASTHAN,BANSWARA,19614
2025-09-30,RAJASTHAN,BARAN,15732
2025-09-30,RAJASTHAN,BARMER,35516
2025-09-30,RAJASTHAN,BHARATPUR,25200
2025-09-30,RAJASTHAN,BHILWARA,20596
2025-09-30,RAJASTHAN,BIKANER,21525
2025-09-30,RAJASTHAN,BUNDI,11218
2025-09-30,RAJASTHAN,CHITTAURGARH,441
2025-09-30,RAJASTHAN,CHITTORGARH,12131
2025-09-30,RAJASTHAN,CHURU,21985
2025-09-30,RAJASTHAN,DAUSA,19625
2025-09-30,RAJASTHAN,DEEG,19
2025-09-30,RAJASTHAN,DHAULPUR,116
2025-09-30,RAJASTHAN,DHOLPUR,16687
2025-09-30,RAJASTHAN,DUNGARPUR,17258
2025-09-30,RAJASTHAN,GANGANAGAR,16259
2025-09-30,RAJASTHAN,HANUMANGARH,14870
2025-09-30,RAJASTHAN,JAIPUR,49314
2025-09-30,RAJASTHAN,JAISALMER,7326
2025-09-30,RAJASTHAN,JALOR,18021
2025-09-30,RAJASTHAN,JHALAWAR,19066
2025-09-30,RAJASTHAN,JHUNJHUNU,448
2025-09-30,RAJASTHAN,JHUNJHUNUN,16967
2025-09-30,RAJASTHAN,JODHPUR,37457
2025-09-30,RAJASTHAN,KARAULI,15032
2025-09-30,RAJASTHAN,KOTA,14060
2025-09-30,RAJASTHAN,NAGAUR,33923
2025-09-30,RAJASTHAN,PALI,23920
2025-09-30,RAJASTHAN,PRATAPGARH,11372
2025-09-30,RAJASTHAN,RAJSAMAND,12232
2025-09-30,RAJASTHAN,SAWAI MADHOPUR,14288
2025-09-30,RAJASTHAN,SIKAR,25605
2025-09-30,RAJASTHAN,SIROHI,11911
2025-09-30,RAJASTHAN,TONK,14461
2025-09-30,RAJASTHAN,UDAIPUR,29582
2025-09-30,SIKKIM,EAST,554
2025-09-30,SIKKIM,EAST SIKKIM,453
2025-09-30,SIKKIM,NAMCHI,2
2025-09-30,SIKKIM,NORTH,37
2025-09-30,SIKKIM,NORTH SIKKIM,73
2025-09-30,SIKKIM,SOUTH,232
2025-09-30,SIKKIM,SOUTH SIKKIM,142
2025-09-30,SIKKIM,WEST,189
2025-09-30,SIKKIM,WEST SIKKIM,160
2025-09-30,TAMIL NADU,ARIYALUR,4404
2025-09-30,TAMIL NADU,CHENGALPATTU,556
2025-09-30,TAMIL NADU,CHENNAI,18404
2025-09-30,TAMIL NADU,COIMBATORE,16174
2025-09-30,TAMIL NADU,CUDDALORE,10621
2025-09-30,TAMIL NADU,DHARMAPURI,6679
2025-09-30,TAMIL NADU,DINDIGUL,14161
2025-09-30,TAMIL NADU,ERODE,11428
2025-09-30,TAMIL NADU,KALLAKURICHI,386
2025-09-30,TAMIL NADU,KANCHEEPURAM,16933
2025-09-30,TAMIL NADU,KANNIYAKUMARI,6603
2025-09-30,TAMIL NADU,KANYAKUMARI,2872
2025-09-30,TAMIL NADU,KARUR,5290
2025-09-30,TAMIL NADU,KRISHNAGIRI,7776
2025-09-30,TAMIL NADU,MADURAI,14851
2025-09-30,TAMIL NADU,MAYILADUTHURAI,402
2025-09-30,TAMIL NADU,NAGAPATTINAM,5230
2025-09-30,TAMIL NADU,NAMAKKAL,8609
2025-09-30,TAMIL NADU,PERAMBALUR,4272
2025-09-30,TAMIL NADU,PUDUKKOTTAI,8649
2025-09-30,TAMIL NADU,RAMANATHAPURAM,6369
2025-09-30,TAMIL NADU,RANIPET,68
2025-09-30,TAMIL NADU,SALEM,16525
2025-09-30,TAMIL NADU,SIVAGANGA,6904
2025-09-30,TAMIL NADU,TENKASI,992
2025-09-30,TAMIL NADU,THANJAVUR,10597
2025-09-30,TAMIL NADU,THE NILGIRIS,2615
2025-09-30,TAMIL NADU,THENI,5444
2025-09-30,TAMIL NADU,THIRUVALLUR,384
2025-09-30,TAMIL NADU,THIRUVARUR,4608
2025-09-30,TAMIL NADU,THOOTHUKKUDI,6972
2025-09-30,TAMIL NADU,TIRUCHIRAPPALLI,13082
2025-09-30,TAMIL NADU,TIRUNELVELI,16354
2025-09-30,TAMIL NADU,TIRUPATHUR,6
2025-09-30,TAMIL NADU,TIRUPATTUR,566
2025-09-30,TAMIL NADU,TIRUPPUR,10562
2025-09-30,TAMIL NADU,TIRUVALLUR,17119
2025-09-30,TAMIL NADU,TIRUVANNAMALAI,7849
2025-09-30,TAMIL NADU,TUTICORIN,2
2025-09-30,TAMIL NADU,VELLORE,12267
2025-09-30,TAMIL NADU,VILLUPURAM,6697
2025-09-30,TAMIL NADU,VILUPPURAM,5523
2025-09-30,TAMIL NADU,VIRUDHUNAGAR,7016
2025-09-30,TELANGANA,ADILABAD,8043
2025-09-30,TELANGANA,BHADRADRI KOTHAGUDEM,2752
2025-09-30,TELANGANA,HANUMAKONDA,1498
2025-09-30,TELANGANA,HYDERABAD,20951
2025-09-30,TELANGANA,JAGITIAL,857
2025-09-30,TELANGANA,JANGAON,102
2025-09-30,TELANGANA,JANGOAN,1246
2025-09-30,TELANGANA,JAYASHANKAR BHUPALPALLY,587
2025-09-30,TELANGANA,JOGULAMBA GADWAL,987
2025-09-30,TELANGANA,K.V. RANGAREDDY,25599
2025-09-30,TELANGANA,KAMAREDDY,1729
2025-09-30,TELANGANA,KARIMNAGAR,13364
2025-09-30,TELANGANA,KHAMMAM,7098
2025-09-30,TELANGANA,KOMARAM BHEEM,1031
2025-09-30,TELANGANA,MAHABUBABAD,1291
2025-09-30,TELANGANA,MAHABUBNAGAR,20653
2025-09-30,TELANGANA,MANCHERIAL,1126
